Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Year,Order Month,Order Month Name,Order Quarter,Order Day,Day of Week,Revenue After Discount,Profit Margin %,Discount %,Profit Category
OD02871,Roshan,Snacks,Noodles,Kanyakumari,3/16/2016,South,959,0.15,95.9,Tamil Nadu,2016,3,March,Q1,16,Wednesday,815.15,10,15,Low
OD02872,Harish,Oil & Masala,Masalas,Krishnagiri,12/9/2018,South,561,0.23,145.86,Tamil Nadu,2018,12,December,Q4,9,Sunday,431.97,26,23,Medium
OD02873,Vince,Bakery,Breads & Buns,Krishnagiri,3/27/2018,South,534,0.15,208.26,Tamil Nadu,2018,3,March,Q1,27,Tuesday,453.9,39,15,Medium
OD02874,Suresh,Fruits & Veggies,Organic Vegetables,Vellore,5/1/2017,South,773,0.3,123.68,Tamil Nadu,2017,5,May,Q2,1,Monday,541.1,16,30,Medium
OD02875,James,Beverages,Health Drinks,Ramanadhapuram,9/23/2018,South,2396,0.3,119.8,Tamil Nadu,2018,9,September,Q3,23,Sunday,1677.2,5,30,Medium
OD02876,Anu,Oil & Masala,Masalas,Vellore,5/5/2015,South,1898,0.19,360.62,Tamil Nadu,2015,5,May,Q2,5,Tuesday,1537.38,19,19,High
OD02877,Veena,Bakery,Biscuits,Cumbum,8/27/2015,South,779,0.27,109.06,Tamil Nadu,2015,8,August,Q3,27,Thursday,568.67,14,27,Medium
OD02878,Shree,Beverages,Health Drinks,Coimbatore,11/8/2016,South,1409,0.14,211.35,Tamil Nadu,2016,11,November,Q4,8,Tuesday,1211.74,15,14,Medium
OD02879,Roshan,Food Grains,Atta & Flour,Virudhunagar,9/27/2017,South,690,0.22,48.3,Tamil Nadu,2017,9,September,Q3,27,Wednesday,538.2,7,22,Low
OD02880,Rumaiza,Food Grains,Atta & Flour,Pudukottai,12/17/2015,South,1135,0.26,249.7,Tamil Nadu,2015,12,December,Q4,17,Thursday,839.9,22,26,Medium
OD02881,Alan,Food Grains,Rice,Madurai,6/30/2017,South,2406,0.27,625.56,Tamil Nadu,2017,6,June,Q2,30,Friday,1756.38,26,27,Very High
OD02882,Vince,Oil & Masala,Edible Oil & Ghee,Namakkal,11/3/2017,South,558,0.11,189.72,Tamil Nadu,2017,11,November,Q4,3,Friday,496.62,34,11,Medium
OD02883,Ganesh,"Eggs, Meat & Fish",Chicken,Nagercoil,4/29/2015,South,1243,0.28,198.88,Tamil Nadu,2015,4,April,Q2,29,Wednesday,894.96,16,28,Medium
OD02884,Jonas,Food Grains,Atta & Flour,Theni,4/19/2015,South,2287,0.33,343.05,Tamil Nadu,2015,4,April,Q2,19,Sunday,1532.29,15,33,High
OD02885,Ganesh,"Eggs, Meat & Fish",Fish,Ooty,5/1/2017,South,743,0.11,104.02,Tamil Nadu,2017,5,May,Q2,1,Monday,661.27,14,11,Medium
OD02886,Ram,Bakery,Biscuits,Krishnagiri,9/27/2017,South,2081,0.23,811.59,Tamil Nadu,2017,9,September,Q3,27,Wednesday,1602.37,39,23,Very High
OD02887,Hafiz,Food Grains,Rice,Pudukottai,5/5/2015,South,2155,0.12,754.25,Tamil Nadu,2015,5,May,Q2,5,Tuesday,1896.4,35,12,Very High
OD02888,Hussain,Beverages,Soft Drinks,Ooty,12/25/2018,South,1536,0.2,291.84,Tamil Nadu,2018,12,December,Q4,25,Tuesday,1228.8,19,20,Medium
OD02889,Arvind,Snacks,Noodles,Salem,9/14/2016,South,989,0.35,168.13,Tamil Nadu,2016,9,September,Q3,14,Wednesday,642.85,17,35,Medium
OD02890,Haseena,Fruits & Veggies,Fresh Fruits,Ooty,3/27/2018,South,886,0.29,256.94,Tamil Nadu,2018,3,March,Q1,27,Tuesday,629.06,29,29,Medium
OD02891,Ganesh,Bakery,Breads & Buns,Tenkasi,9/11/2018,South,829,0.27,157.51,Tamil Nadu,2018,9,September,Q3,11,Tuesday,605.17,19,27,Medium
OD02892,Sudha,"Eggs, Meat & Fish",Chicken,Perambalur,3/1/2016,South,1784,0.26,499.52,Tamil Nadu,2016,3,March,Q1,1,Tuesday,1320.16,28,26,High
OD02893,Verma,Snacks,Chocolates,Pudukottai,12/9/2018,South,1534,0.24,291.46,Tamil Nadu,2018,12,December,Q4,9,Sunday,1165.84,19,24,Medium
OD02894,Veronica,Oil & Masala,Spices,Karur,9/11/2018,South,1486,0.21,297.2,Tamil Nadu,2018,9,September,Q3,11,Tuesday,1173.94,20,21,Medium
OD02895,Harish,Beverages,Soft Drinks,Dharmapuri,11/3/2017,South,1559,0.28,265.03,Tamil Nadu,2017,11,November,Q4,3,Friday,1122.48,17,28,Medium
OD02896,Suresh,Fruits & Veggies,Organic Vegetables,Chennai,3/27/2018,South,1522,0.18,395.72,Tamil Nadu,2018,3,March,Q1,27,Tuesday,1248.04,26,18,High
OD02897,Ramesh,Food Grains,Rice,Trichy,12/9/2018,South,1227,0.34,441.72,Tamil Nadu,2018,12,December,Q4,9,Sunday,809.82,36,34,High
OD02898,Malik,Bakery,Biscuits,Madurai,11/8/2016,South,1155,0.11,473.55,Tamil Nadu,2016,11,November,Q4,8,Tuesday,1027.95,41,11,High
OD02899,Yadav,"Eggs, Meat & Fish",Mutton,Ooty,12/25/2016,South,1231,0.17,147.72,Tamil Nadu,2016,12,December,Q4,25,Sunday,1021.73,12,17,Medium
OD02900,Willams,Bakery,Biscuits,Ooty,3/16/2016,South,965,0.33,328.1,Tamil Nadu,2016,3,March,Q1,16,Wednesday,646.55,34,33,High
OD02901,Komal,Snacks,Cookies,Karur,9/23/2017,South,1422,0.35,597.24,Tamil Nadu,2017,9,September,Q3,23,Saturday,924.3,42,35,High
OD02902,Aditi,Beverages,Health Drinks,Madurai,4/14/2017,South,1567,0.26,564.12,Tamil Nadu,2017,4,April,Q2,14,Friday,1159.58,36,26,High
OD02903,Anu,"Eggs, Meat & Fish",Chicken,Dharmapuri,12/19/2015,South,785,0.23,337.55,Tamil Nadu,2015,12,December,Q4,19,Saturday,604.45,43,23,High
OD02904,Mathew,Snacks,Cookies,Cumbum,12/21/2018,South,1390,0.15,583.8,Tamil Nadu,2018,12,December,Q4,21,Friday,1181.5,42,15,High
OD02905,James,Snacks,Chocolates,Coimbatore,6/29/2017,South,1887,0.12,207.57,Tamil Nadu,2017,6,June,Q2,29,Thursday,1660.56,11,12,Medium
OD02906,Harish,Snacks,Chocolates,Namakkal,11/8/2016,South,1273,0.34,63.65,Tamil Nadu,2016,11,November,Q4,8,Tuesday,840.18,5,34,Low
OD02907,Rumaiza,Oil & Masala,Edible Oil & Ghee,Tenkasi,5/9/2017,South,2493,0.1,673.11,Tamil Nadu,2017,5,May,Q2,9,Tuesday,2243.7,27,10,Very High
OD02908,Sabeela,"Eggs, Meat & Fish",Mutton,Karur,11/19/2018,South,681,0.23,245.16,Tamil Nadu,2018,11,November,Q4,19,Monday,524.37,36,23,Medium
OD02909,Surya,Fruits & Veggies,Fresh Vegetables,Ooty,2/2/2017,South,1655,0.3,612.35,Tamil Nadu,2017,2,February,Q1,2,Thursday,1158.5,37,30,Very High
OD02910,Suresh,Beverages,Health Drinks,Viluppuram,11/25/2018,South,2195,0.22,285.35,Tamil Nadu,2018,11,November,Q4,25,Sunday,1712.1,13,22,Medium
OD02911,Sudeep,Oil & Masala,Spices,Viluppuram,12/5/2017,South,2100,0.14,315,Tamil Nadu,2017,12,December,Q4,5,Tuesday,1806,15,14,High
OD02912,Ganesh,Bakery,Breads & Buns,Karur,4/19/2015,South,2341,0.15,749.12,Tamil Nadu,2015,4,April,Q2,19,Sunday,1989.85,32,15,Very High
OD02913,Surya,Food Grains,Atta & Flour,Theni,11/13/2018,South,1585,0.31,634,Tamil Nadu,2018,11,November,Q4,13,Tuesday,1093.65,40,31,Very High
OD02914,Surya,Food Grains,Atta & Flour,Vellore,12/23/2015,South,1853,0.29,796.79,Tamil Nadu,2015,12,December,Q4,23,Wednesday,1315.63,43,29,Very High
OD02915,Veena,Fruits & Veggies,Fresh Fruits,Kanyakumari,12/22/2018,South,2451,0.21,318.63,Tamil Nadu,2018,12,December,Q4,22,Saturday,1936.29,13,21,High
OD02916,Mathew,Food Grains,Organic Staples,Pudukottai,8/25/2018,South,2099,0.29,314.85,Tamil Nadu,2018,8,August,Q3,25,Saturday,1490.29,15,29,High
OD02917,Verma,Fruits & Veggies,Organic Fruits,Trichy,10/22/2016,South,2315,0.28,972.3,Tamil Nadu,2016,10,October,Q4,22,Saturday,1666.8,42,28,Very High
OD02918,James,Beverages,Health Drinks,Coimbatore,7/29/2018,South,1512,0.26,241.92,Tamil Nadu,2018,7,July,Q3,29,Sunday,1118.88,16,26,Medium
OD02919,Verma,Fruits & Veggies,Organic Fruits,Pudukottai,9/4/2017,South,1413,0.3,452.16,Tamil Nadu,2017,9,September,Q3,4,Monday,989.1,32,30,High
OD02920,Komal,Bakery,Biscuits,Krishnagiri,8/25/2018,South,741,0.1,51.87,Tamil Nadu,2018,8,August,Q3,25,Saturday,666.9,7,10,Low
OD02921,Ganesh,Bakery,Biscuits,Virudhunagar,9/4/2017,South,1363,0.1,558.83,Tamil Nadu,2017,9,September,Q3,4,Monday,1226.7,41,10,High
OD02922,Yadav,Food Grains,Dals & Pulses,Perambalur,8/29/2015,South,1718,0.24,360.78,Tamil Nadu,2015,8,August,Q3,29,Saturday,1305.68,21,24,High
OD02923,Sheeba,Bakery,Breads & Buns,Dindigul,3/9/2016,South,1546,0.26,108.22,Tamil Nadu,2016,3,March,Q1,9,Wednesday,1144.04,7,26,Medium
OD02924,Veena,Fruits & Veggies,Organic Vegetables,Perambalur,4/11/2015,South,1374,0.32,590.82,Tamil Nadu,2015,4,April,Q2,11,Saturday,934.32,43,32,High
OD02925,Alan,Food Grains,Rice,Karur,8/23/2018,South,2347,0.16,704.1,Tamil Nadu,2018,8,August,Q3,23,Thursday,1971.48,30,16,Very High
OD02926,Komal,"Eggs, Meat & Fish",Chicken,Tirunelveli,12/23/2015,South,1297,0.23,570.68,Tamil Nadu,2015,12,December,Q4,23,Wednesday,998.69,44,23,High
OD02927,Mathew,Bakery,Breads & Buns,Ooty,10/28/2018,South,831,0.28,257.61,Tamil Nadu,2018,10,October,Q4,28,Sunday,598.32,31,28,Medium
OD02928,Hussain,Bakery,Breads & Buns,Tenkasi,11/6/2018,South,1506,0.32,677.7,Tamil Nadu,2018,11,November,Q4,6,Tuesday,1024.08,45,32,Very High
OD02929,Peer,Snacks,Noodles,Krishnagiri,3/18/2017,South,1171,0.18,363.01,Tamil Nadu,2017,3,March,Q1,18,Saturday,960.22,31,18,High
OD02930,Vidya,Oil & Masala,Edible Oil & Ghee,Salem,7/29/2018,South,689,0.1,172.25,Tamil Nadu,2018,7,July,Q3,29,Sunday,620.1,25,10,Medium
OD02931,Esther,Oil & Masala,Edible Oil & Ghee,Dharmapuri,9/5/2017,South,580,0.28,29,Tamil Nadu,2017,9,September,Q3,5,Tuesday,417.6,5,28,Low
OD02932,Vince,"Eggs, Meat & Fish",Eggs,Coimbatore,4/11/2015,South,2221,0.11,155.47,Tamil Nadu,2015,4,April,Q2,11,Saturday,1976.69,7,11,Medium
OD02933,Vince,Food Grains,Atta & Flour,Vellore,12/23/2015,South,2377,0.23,499.17,Tamil Nadu,2015,12,December,Q4,23,Wednesday,1830.29,21,23,High
OD02934,Veena,"Eggs, Meat & Fish",Mutton,Theni,10/28/2018,South,1353,0.32,148.83,Tamil Nadu,2018,10,October,Q4,28,Sunday,920.04,11,32,Medium
OD02935,Vince,Food Grains,Atta & Flour,Tenkasi,8/13/2017,South,2449,0.29,930.62,Tamil Nadu,2017,8,August,Q3,13,Sunday,1738.79,38,29,Very High
OD02936,Sabeela,Fruits & Veggies,Fresh Vegetables,Kanyakumari,11/3/2018,South,2430,0.33,704.7,Tamil Nadu,2018,11,November,Q4,3,Saturday,1628.1,29,33,Very High
OD02937,Muneer,"Eggs, Meat & Fish",Eggs,Salem,9/5/2017,South,2453,0.14,466.07,Tamil Nadu,2017,9,September,Q3,5,Tuesday,2109.58,19,14,High
OD02938,Amrish,Snacks,Noodles,Bodi,9/4/2017,South,1857,0.27,315.69,Tamil Nadu,2017,9,September,Q3,4,Monday,1355.61,17,27,High
OD02939,Suresh,Bakery,Breads & Buns,Virudhunagar,11/13/2018,South,1914,0.34,153.12,Tamil Nadu,2018,11,November,Q4,13,Tuesday,1263.24,8,34,Medium
OD02940,Malik,Bakery,Biscuits,Coimbatore,8/22/2015,South,853,0.31,110.89,Tamil Nadu,2015,8,August,Q3,22,Saturday,588.57,13,31,Medium
OD02941,Sundar,Fruits & Veggies,Fresh Fruits,Tirunelveli,8/27/2018,South,1807,0.11,289.12,Tamil Nadu,2018,8,August,Q3,27,Monday,1608.23,16,11,Medium
OD02942,James,"Eggs, Meat & Fish",Eggs,Bodi,12/4/2016,South,1571,0.2,518.43,Tamil Nadu,2016,12,December,Q4,4,Sunday,1256.8,33,20,High
OD02943,Shah,Bakery,Breads & Buns,Ooty,11/6/2018,South,2280,0.24,159.6,Tamil Nadu,2018,11,November,Q4,6,Tuesday,1732.8,7,24,Medium
OD02944,Amy,Beverages,Health Drinks,Madurai,11/13/2018,South,1567,0.32,673.81,Tamil Nadu,2018,11,November,Q4,13,Tuesday,1065.56,43,32,Very High
OD02945,James,"Eggs, Meat & Fish",Fish,Viluppuram,8/23/2018,South,1839,0.29,588.48,Tamil Nadu,2018,8,August,Q3,23,Thursday,1305.69,32,29,High
OD02946,Sharon,Beverages,Health Drinks,Theni,5/27/2018,South,794,0.12,230.26,Tamil Nadu,2018,5,May,Q2,27,Sunday,698.72,29,12,Medium
OD02947,Krithika,Oil & Masala,Edible Oil & Ghee,Virudhunagar,12/23/2015,South,2374,0.26,593.5,Tamil Nadu,2015,12,December,Q4,23,Wednesday,1756.76,25,26,High
OD02948,Jonas,Food Grains,Rice,Dindigul,8/23/2018,South,1049,0.23,230.78,Tamil Nadu,2018,8,August,Q3,23,Thursday,807.73,22,23,Medium
OD02949,Jonas,Snacks,Chocolates,Cumbum,10/31/2017,South,1826,0.35,109.56,Tamil Nadu,2017,10,October,Q4,31,Tuesday,1186.9,6,35,Medium
OD02950,Malik,Fruits & Veggies,Organic Vegetables,Perambalur,11/6/2018,South,1077,0.12,463.11,Tamil Nadu,2018,11,November,Q4,6,Tuesday,947.76,43,12,High
OD02951,Jonas,Food Grains,Rice,Ooty,8/31/2018,South,2184,0.32,764.4,Tamil Nadu,2018,8,August,Q3,31,Friday,1485.12,35,32,Very High
OD02952,Roshan,Beverages,Health Drinks,Bodi,10/1/2017,South,1463,0.33,160.93,Tamil Nadu,2017,10,October,Q4,1,Sunday,980.21,11,33,Medium
OD02953,Roshan,"Eggs, Meat & Fish",Fish,Kanyakumari,10/21/2017,South,1474,0.27,132.66,Tamil Nadu,2017,10,October,Q4,21,Saturday,1076.02,9,27,Medium
OD02954,Sundar,Oil & Masala,Spices,Tenkasi,5/15/2017,South,1499,0.12,89.94,Tamil Nadu,2017,5,May,Q2,15,Monday,1319.12,6,12,Low
OD02955,Vidya,Food Grains,Rice,Ramanadhapuram,10/1/2017,South,1216,0.25,474.24,Tamil Nadu,2017,10,October,Q4,1,Sunday,912,39,25,High
OD02956,Vince,Beverages,Health Drinks,Perambalur,8/29/2015,South,945,0.35,160.65,Tamil Nadu,2015,8,August,Q3,29,Saturday,614.25,17,35,Medium
OD02957,Jackson,Bakery,Cakes,Salem,12/4/2016,South,1916,0.2,402.36,Tamil Nadu,2016,12,December,Q4,4,Sunday,1532.8,21,20,High
OD02958,Jackson,"Eggs, Meat & Fish",Chicken,Tirunelveli,9/5/2017,South,1657,0.13,331.4,Tamil Nadu,2017,9,September,Q3,5,Tuesday,1441.59,20,13,High
OD02959,Yusuf,Beverages,Health Drinks,Dindigul,11/6/2018,South,1222,0.2,281.06,Tamil Nadu,2018,11,November,Q4,6,Tuesday,977.6,23,20,Medium
OD02960,Sheeba,Food Grains,Rice,Bodi,8/13/2017,South,2397,0.25,958.8,Tamil Nadu,2017,8,August,Q3,13,Sunday,1797.75,40,25,Very High
OD02961,Ramesh,Bakery,Biscuits,Theni,12/12/2016,West,2181,0.17,261.72,Tamil Nadu,2016,12,December,Q4,12,Monday,1810.23,12,17,Medium
OD02962,Veena,"Eggs, Meat & Fish",Eggs,Tirunelveli,12/20/2015,West,1591,0.19,556.85,Tamil Nadu,2015,12,December,Q4,20,Sunday,1288.71,35,19,High
OD02963,Sudeep,"Eggs, Meat & Fish",Chicken,Tenkasi,1/7/2018,West,970,0.15,48.5,Tamil Nadu,2018,1,January,Q1,7,Sunday,824.5,5,15,Low
OD02964,Jackson,Beverages,Health Drinks,Dharmapuri,6/24/2018,West,1350,0.31,256.5,Tamil Nadu,2018,6,June,Q2,24,Sunday,931.5,19,31,Medium
OD02965,Ridhesh,Snacks,Cookies,Chennai,9/29/2017,West,1364,0.12,381.92,Tamil Nadu,2017,9,September,Q3,29,Friday,1200.32,28,12,High
OD02966,Sundar,Oil & Masala,Spices,Salem,3/28/2017,West,530,0.3,190.8,Tamil Nadu,2017,3,March,Q1,28,Tuesday,371,36,30,Medium
OD02967,Haseena,Fruits & Veggies,Fresh Vegetables,Tenkasi,7/7/2017,West,1779,0.23,142.32,Tamil Nadu,2017,7,July,Q3,7,Friday,1369.83,8,23,Medium
OD02968,Jackson,Beverages,Soft Drinks,Salem,6/24/2017,West,1586,0.2,713.7,Tamil Nadu,2017,6,June,Q2,24,Saturday,1268.8,45,20,Very High
OD02969,Vinne,Bakery,Breads & Buns,Karur,6/23/2017,West,837,0.13,234.36,Tamil Nadu,2017,6,June,Q2,23,Friday,728.19,28,13,Medium
OD02970,Alan,Oil & Masala,Masalas,Krishnagiri,8/26/2017,West,2292,0.19,183.36,Tamil Nadu,2017,8,August,Q3,26,Saturday,1856.52,8,19,Medium
OD02971,Ramesh,Food Grains,Organic Staples,Madurai,12/29/2015,West,2213,0.16,531.12,Tamil Nadu,2015,12,December,Q4,29,Tuesday,1858.92,24,16,High
OD02972,Ganesh,"Eggs, Meat & Fish",Eggs,Karur,6/17/2018,West,1028,0.21,61.68,Tamil Nadu,2018,6,June,Q2,17,Sunday,812.12,6,21,Low
OD02973,Verma,Beverages,Health Drinks,Krishnagiri,4/13/2016,West,814,0.35,48.84,Tamil Nadu,2016,4,April,Q2,13,Wednesday,529.1,6,35,Low
OD02974,Akash,Fruits & Veggies,Fresh Fruits,Krishnagiri,5/4/2018,West,892,0.34,240.84,Tamil Nadu,2018,5,May,Q2,4,Friday,588.72,27,34,Medium
OD02975,Veronica,Oil & Masala,Masalas,Virudhunagar,11/12/2018,West,1931,0.16,617.92,Tamil Nadu,2018,11,November,Q4,12,Monday,1622.04,32,16,Very High
OD02976,Anu,Food Grains,Atta & Flour,Cumbum,9/23/2018,West,1210,0.1,217.8,Tamil Nadu,2018,9,September,Q3,23,Sunday,1089,18,10,Medium
OD02977,Suresh,"Eggs, Meat & Fish",Eggs,Namakkal,9/9/2018,West,2118,0.24,889.56,Tamil Nadu,2018,9,September,Q3,9,Sunday,1609.68,42,24,Very High
OD02978,Ganesh,Oil & Masala,Spices,Namakkal,12/20/2015,West,2406,0.21,529.32,Tamil Nadu,2015,12,December,Q4,20,Sunday,1900.74,22,21,High
OD02979,Peer,Food Grains,Organic Staples,Ooty,10/12/2018,West,661,0.11,257.79,Tamil Nadu,2018,10,October,Q4,12,Friday,588.29,39,11,Medium
OD02980,Sudeep,Bakery,Biscuits,Bodi,9/24/2016,West,1372,0.2,274.4,Tamil Nadu,2016,9,September,Q3,24,Saturday,1097.6,20,20,Medium
OD02981,Sheeba,Oil & Masala,Edible Oil & Ghee,Tenkasi,7/25/2016,West,1283,0.26,346.41,Tamil Nadu,2016,7,July,Q3,25,Monday,949.42,27,26,High
OD02982,Alan,Fruits & Veggies,Organic Fruits,Ramanadhapuram,12/13/2016,West,2073,0.22,497.52,Tamil Nadu,2016,12,December,Q4,13,Tuesday,1616.94,24,22,High
OD02983,Amy,Fruits & Veggies,Organic Vegetables,Theni,8/14/2018,West,967,0.3,367.46,Tamil Nadu,2018,8,August,Q3,14,Tuesday,676.9,38,30,High
OD02984,Jackson,"Eggs, Meat & Fish",Chicken,Karur,4/1/2015,West,827,0.15,49.62,Tamil Nadu,2015,4,April,Q2,1,Wednesday,702.95,6,15,Low
OD02985,Esther,Food Grains,Atta & Flour,Pudukottai,4/11/2016,West,1808,0.2,216.96,Tamil Nadu,2016,4,April,Q2,11,Monday,1446.4,12,20,Medium
OD02986,Ridhesh,Snacks,Chocolates,Bodi,2/15/2016,West,2167,0.14,303.38,Tamil Nadu,2016,2,February,Q1,15,Monday,1863.62,14,14,High
OD02987,Malik,Snacks,Cookies,Madurai,11/22/2016,West,1449,0.15,623.07,Tamil Nadu,2016,11,November,Q4,22,Tuesday,1231.65,43,15,Very High
OD02988,Ganesh,Beverages,Soft Drinks,Tenkasi,11/12/2018,West,2351,0.32,399.67,Tamil Nadu,2018,11,November,Q4,12,Monday,1598.68,17,32,High
OD02989,Alan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,10/23/2016,West,1818,0.25,199.98,Tamil Nadu,2016,10,October,Q4,23,Sunday,1363.5,11,25,Medium
OD02990,James,Fruits & Veggies,Fresh Fruits,Cumbum,2/19/2017,West,785,0.28,78.5,Tamil Nadu,2017,2,February,Q1,19,Sunday,565.2,10,28,Low
OD02991,Sharon,Beverages,Soft Drinks,Krishnagiri,12/10/2018,West,2481,0.28,372.15,Tamil Nadu,2018,12,December,Q4,10,Monday,1786.32,15,28,High
OD02992,Suresh,Snacks,Chocolates,Vellore,12/8/2015,West,1479,0.17,473.28,Tamil Nadu,2015,12,December,Q4,8,Tuesday,1227.57,32,17,High
OD02993,Sudha,Bakery,Breads & Buns,Karur,10/18/2015,West,1097,0.15,87.76,Tamil Nadu,2015,10,October,Q4,18,Sunday,932.45,8,15,Low
OD02994,Shah,Beverages,Health Drinks,Viluppuram,6/11/2018,West,607,0.35,242.8,Tamil Nadu,2018,6,June,Q2,11,Monday,394.55,40,35,Medium
OD02995,Muneer,Fruits & Veggies,Organic Fruits,Perambalur,7/27/2018,West,949,0.35,360.62,Tamil Nadu,2018,7,July,Q3,27,Friday,616.85,38,35,High
OD02996,Sharon,"Eggs, Meat & Fish",Eggs,Karur,7/25/2016,West,1666,0.3,383.18,Tamil Nadu,2016,7,July,Q3,25,Monday,1166.2,23,30,High
OD02997,Shah,Food Grains,Organic Staples,Virudhunagar,3/23/2015,West,1151,0.35,391.34,Tamil Nadu,2015,3,March,Q1,23,Monday,748.15,34,35,High
OD02998,Vince,"Eggs, Meat & Fish",Chicken,Kanyakumari,12/8/2017,West,1338,0.17,414.78,Tamil Nadu,2017,12,December,Q4,8,Friday,1110.54,31,17,High
OD02999,Veena,Oil & Masala,Spices,Coimbatore,6/11/2018,West,967,0.33,67.69,Tamil Nadu,2018,6,June,Q2,11,Monday,647.89,7,33,Low
OD03000,Malik,Snacks,Noodles,Cumbum,7/17/2017,West,2200,0.26,396,Tamil Nadu,2017,7,July,Q3,17,Monday,1628,18,26,High
OD03001,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,5/6/2018,West,1077,0.35,430.8,Tamil Nadu,2018,5,May,Q2,6,Sunday,700.05,40,35,High
OD03002,Alan,Beverages,Soft Drinks,Perambalur,6/24/2017,West,2367,0.15,1065.15,Tamil Nadu,2017,6,June,Q2,24,Saturday,2011.95,45,15,Very High
OD03003,Arvind,Bakery,Breads & Buns,Salem,8/4/2015,West,1075,0.14,301,Tamil Nadu,2015,8,August,Q3,4,Tuesday,924.5,28,14,High
OD03004,Veena,Food Grains,Atta & Flour,Theni,9/1/2015,West,1306,0.1,195.9,Tamil Nadu,2015,9,September,Q3,1,Tuesday,1175.4,15,10,Medium
OD03005,Vinne,Food Grains,Organic Staples,Namakkal,4/19/2017,West,985,0.33,275.8,Tamil Nadu,2017,4,April,Q2,19,Wednesday,659.95,28,33,Medium
OD03006,Veronica,Food Grains,Organic Staples,Viluppuram,11/5/2017,West,527,0.32,126.48,Tamil Nadu,2017,11,November,Q4,5,Sunday,358.36,24,32,Medium
OD03007,Komal,Oil & Masala,Spices,Karur,9/2/2017,West,2194,0.34,987.3,Tamil Nadu,2017,9,September,Q3,2,Saturday,1448.04,45,34,Very High
OD03008,Hafiz,Food Grains,Dals & Pulses,Viluppuram,11/12/2018,West,1196,0.22,131.56,Tamil Nadu,2018,11,November,Q4,12,Monday,932.88,11,22,Medium
OD03009,Haseena,Oil & Masala,Masalas,Kanyakumari,6/23/2017,West,579,0.16,208.44,Tamil Nadu,2017,6,June,Q2,23,Friday,486.36,36,16,Medium
OD03010,Sheeba,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2/15/2016,West,1609,0.35,257.44,Tamil Nadu,2016,2,February,Q1,15,Monday,1045.85,16,35,Medium
OD03011,Peer,Oil & Masala,Spices,Salem,11/10/2017,West,2048,0.21,655.36,Tamil Nadu,2017,11,November,Q4,10,Friday,1617.92,32,21,Very High
OD03012,Ridhesh,"Eggs, Meat & Fish",Mutton,Theni,5/16/2017,West,2461,0.21,959.79,Tamil Nadu,2017,5,May,Q2,16,Tuesday,1944.19,39,21,Very High
OD03013,Suresh,Snacks,Noodles,Bodi,9/12/2018,West,2088,0.11,647.28,Tamil Nadu,2018,9,September,Q3,12,Wednesday,1858.32,31,11,Very High
OD03014,Sundar,Oil & Masala,Masalas,Coimbatore,1/6/2015,West,2259,0.35,112.95,Tamil Nadu,2015,1,January,Q1,6,Tuesday,1468.35,5,35,Medium
OD03015,Komal,Food Grains,Organic Staples,Namakkal,12/5/2018,West,1390,0.14,542.1,Tamil Nadu,2018,12,December,Q4,5,Wednesday,1195.4,39,14,High
OD03016,James,Fruits & Veggies,Fresh Fruits,Nagercoil,12/25/2016,West,814,0.14,276.76,Tamil Nadu,2016,12,December,Q4,25,Sunday,700.04,34,14,Medium
OD03017,Hussain,Food Grains,Dals & Pulses,Theni,12/25/2016,West,1253,0.27,400.96,Tamil Nadu,2016,12,December,Q4,25,Sunday,914.69,32,27,High
OD03018,Jonas,Bakery,Cakes,Madurai,3/29/2016,West,2093,0.28,732.55,Tamil Nadu,2016,3,March,Q1,29,Tuesday,1506.96,35,28,Very High
OD03019,Ram,"Eggs, Meat & Fish",Eggs,Karur,3/26/2017,West,1915,0.2,210.65,Tamil Nadu,2017,3,March,Q1,26,Sunday,1532,11,20,Medium
OD03020,Anu,Bakery,Cakes,Coimbatore,6/12/2018,West,2144,0.14,150.08,Tamil Nadu,2018,6,June,Q2,12,Tuesday,1843.84,7,14,Medium
OD03021,Ramesh,"Eggs, Meat & Fish",Fish,Cumbum,7/11/2016,West,2387,0.19,930.93,Tamil Nadu,2016,7,July,Q3,11,Monday,1933.47,39,19,Very High
OD03022,Rumaiza,Beverages,Health Drinks,Bodi,1/7/2018,West,739,0.35,162.58,Tamil Nadu,2018,1,January,Q1,7,Sunday,480.35,22,35,Medium
OD03023,Haseena,Oil & Masala,Masalas,Salem,8/3/2018,West,556,0.27,244.64,Tamil Nadu,2018,8,August,Q3,3,Friday,405.88,44,27,Medium
OD03024,Sharon,Snacks,Chocolates,Ramanadhapuram,11/22/2016,West,1174,0.16,117.4,Tamil Nadu,2016,11,November,Q4,22,Tuesday,986.16,10,16,Medium
OD03025,Adavan,Snacks,Chocolates,Ooty,12/12/2015,West,2230,0.19,468.3,Tamil Nadu,2015,12,December,Q4,12,Saturday,1806.3,21,19,High
OD03026,Amrish,Oil & Masala,Spices,Vellore,11/6/2017,West,1325,0.14,79.5,Tamil Nadu,2017,11,November,Q4,6,Monday,1139.5,6,14,Low
